Group,Site,Intercept,Slope
Invertebrates,jornadapitT,0.018363618,-76.22287234
Invertebrates,luquillosnails,0.002487115,-178.2725055
Invertebrates,luquillosnails,0.007831975,-75.00860501
Invertebrates,luquillosnails,0.021404554,-25.64367936
Invertebrates,luquillosnails,0.398740909,-2.627390433
Invertebrates,luquillosnails,0.004971812,-112.3013545
Invertebrates,luquillosnails,NA,NA
Invertebrates,luquillosnails,0.016263604,-46.46405477
Invertebrates,luquillosnails,0.110073083,-6.013586535
Invertebrates,luquillosnails,0.00944522,47.25048191
Invertebrates,luquillosnails,0.00395285,-222.1845554
Invertebrates,luquillosnails,0.399603137,-4.169289119
Invertebrates,luquillosnails,0.003865675,-63.17177841
Invertebrates,luquillosnails,0.005814103,-70.39363378
Invertebrates,luquillosnails,0.002932975,345.4554589
Invertebrates,luquillosnails,0.018568408,-35.02632244
Invertebrates,luquillosnails,0.029988646,-22.55562268
Invertebrates,luquillosnails,0.013128933,-57.74437059
Invertebrates,luquillosnails,0.003645785,167.2572583
Invertebrates,oneidazooplankton,0.0143888,-79.20618312
Invertebrates,oneidazooplankton,0.005047887,-110.8589193
Invertebrates,oneidazooplankton,0.078515989,-23.14259331
Invertebrates,oneidazooplankton,0.001316361,-300.4030196
Invertebrates,oneidazooplankton,0.047177979,-36.60758426
Invertebrates,oneidazooplankton,0.069203209,-20.27157033
Invertebrates,oneidazooplankton,0.069038888,-25.79460765
Invertebrates,oneidazooplankton,0.068884457,-31.18788744
Invertebrates,oneidazooplankton,0.031181458,-42.75470387
Invertebrates,oneidazooplankton,0.075666736,-20.21524522
Invertebrates,oneidazooplankton,0.062115296,-28.86823137
Invertebrates,oneidazooplankton,0.077980302,-21.80108219
Invertebrates,oneidazooplankton,0.055807917,-32.43585849
Invertebrates,oneidazooplankton,0.076885142,-19.68977112
Invertebrates,oneidazooplankton,0.002080074,-203.9373611
Invertebrates,oneidazooplankton,0.045463095,-44.52580865
Invertebrates,oneidazooplankton,0.026579419,-71.28633503
Invertebrates,oneidazooplankton,0.075052528,-21.71628627
Invertebrates,oneidazooplankton,0.076899495,-18.4773871
Invertebrates,oneidazooplankton,0.002267423,-207.2126743
Invertebrates,oneidazooplankton,0.004428952,-104.5431916
Invertebrates,oneidazooplankton,NA,NA
Invertebrates,oneidazooplankton,0.005419968,-104.8103499
Invertebrates,oneidazooplankton,0.001113725,-375.4230022
Invertebrates,oneidazooplankton,0.002806541,-171.9363258
Invertebrates,oneidazooplankton,0.005260202,-125.4923432
Invertebrates,oneidazooplankton,0.001009249,-318.3973825
Invertebrates,oneidazooplankton,0.003931731,-75.70835577
Invertebrates,oneidazooplankton,0.002769735,-186.2402282
Invertebrates,oneidazooplankton,NA,NA
Invertebrates,oneidazooplankton,0.001915577,-203.1689372
Invertebrates,oneidazooplankton,NA,NA
Invertebrates,oneidazooplankton,0.002234131,-195.4816457
Invertebrates,pacificarthropodsCAY,0.056590544,-9.396589425
Invertebrates,pacificarthropodsCAY,NA,NA
Invertebrates,pacificarthropodsCAY,NA,NA
Invertebrates,pacificarthropodsCAY,0.152226435,-4.34256082
Invertebrates,pacificarthropodsCAY,0.049655633,-12.95133903
Invertebrates,pacificarthropodsCAY,NA,NA
Invertebrates,pacificarthropodsCAY,NA,NA
Invertebrates,pacificarthropodsCAY,0.223198105,-8.981109164
Invertebrates,pacificarthropodsCAY,0.240072032,-7.600680206
Invertebrates,pacificarthropodsCAY,NA,NA
Invertebrates,pacificarthropodsCAY,NA,NA
Invertebrates,pacificarthropodsCAY,NA,NA
Invertebrates,pacificechinoderms,0.291386085,-7.990345019
Invertebrates,pacificechinoderms,NA,NA
Invertebrates,pacificechinoderms,0.062530318,-12.37697941
Invertebrates,pacificechinoderms,NA,NA
Invertebrates,pacificechinoderms,0.084898966,-19.71729704
Invertebrates,pacificechinoderms,0.269164619,-7.269319819
Invertebrates,pacificechinoderms,NA,NA
Invertebrates,pacificechinoderms,0.134842137,-6.655433056
Invertebrates,pacificmolluscsBOA,0.074060103,-19.10487732
Invertebrates,pacificmolluscsBOA,NA,NA
Invertebrates,pacificmolluscsBOA,0.016299113,-43.26044974
Invertebrates,pacificmolluscsBOA,NA,NA
Invertebrates,pacificmolluscsBOA,NA,NA
Invertebrates,pacificmolluscsBOA,NA,NA
Invertebrates,pacificmolluscsBOA,NA,NA
Invertebrates,pacificmolluscsBOA,NA,NA
Invertebrates,pacificmolluscsBOA,NA,NA
Invertebrates,pacificmolluscsBOA,NA,NA
Invertebrates,pacificmolluscsBOA,NA,NA
Invertebrates,pacificmolluscsBOA,0.013362071,-42.24557328
Invertebrates,pacificmolluscsBOA,NA,NA
Invertebrates,pacificmolluscsBOA,NA,NA
Invertebrates,pacificmolluscsBOA,NA,NA
Invertebrates,pacificmolluscsBOA,NA,NA
Invertebrates,pacificmolluscsBOA,0.074924101,-16.79768601
Invertebrates,pacificmolluscsBOA,NA,NA
Invertebrates,pacificmolluscsBOA,NA,NA
Invertebrates,pacificmolluscsBOA,0.082714329,-23.64362935
Invertebrates,pacificmolluscsBOA,0.067228901,-24.1043713
Invertebrates,pacificmolluscsBOA,NA,NA
Invertebrates,pacificmolluscsBOA,0.025592206,-22.42926136
Invertebrates,pacificmolluscsBOA,NA,NA
Invertebrates,pacificmolluscsBOA,NA,NA
Invertebrates,pacificmolluscsBOA,0.066856,-25.10671036
Invertebrates,pacificmolluscsBOA,NA,NA
Invertebrates,pacificmolluscsBOA,NA,NA
Invertebrates,pacificmolluscsBOA,0.062085018,-10.70466179
Invertebrates,pacificmolluscsBOA,0.018903318,-40.53538994
Invertebrates,pacificmolluscsBOA,NA,NA
Invertebrates,pacificmolluscsBOA,NA,NA
Invertebrates,pacificmolluscsBOA,NA,NA
Invertebrates,pacificmolluscsBOA,NA,NA
Invertebrates,pacificmolluscsBOA,NA,NA
Invertebrates,pacificmolluscsBOA,NA,NA
Invertebrates,pacificmolluscsBOA,NA,NA
Invertebrates,pacificmolluscsBOA,0.084478363,-15.81702062
Invertebrates,pacificmolluscsBOA,NA,NA
Invertebrates,pacificmolluscsBOA,NA,NA
Invertebrates,pacificmolluscsCAY,0.071858047,-25.3248325
Invertebrates,pacificmolluscsCAY,NA,NA
Invertebrates,pacificmolluscsCAY,NA,NA
Invertebrates,pacificmolluscsCAY,NA,NA
Invertebrates,pacificmolluscsCAY,0.01618387,-57.80730062
Invertebrates,pacificmolluscsCAY,NA,NA
Invertebrates,pacificmolluscsCAY,NA,NA
Invertebrates,pacificmolluscsCAY,0.012116745,75.72863636
Invertebrates,pacificmolluscsCAY,NA,NA
Invertebrates,pacificmolluscsCAY,NA,NA
Invertebrates,pacificmolluscsCAY,NA,NA
Invertebrates,pacificmolluscsCAY,0.01280459,-47.90330771
Invertebrates,pacificmolluscsCAY,NA,NA
Invertebrates,pacificmolluscsCAY,NA,NA
Invertebrates,pacificmolluscsCAY,NA,NA
Invertebrates,pacificmolluscsCAY,0.046706934,-11.64175876
Invertebrates,pacificmolluscsCAY,0.069802523,-19.1189667
Invertebrates,pacificmolluscsCAY,NA,NA
Invertebrates,pacificmolluscsCAY,NA,NA
Invertebrates,pacificmolluscsCAY,0.068347221,-17.11381494
Invertebrates,pacificmolluscsCAY,0.061357137,-36.95867774
Invertebrates,pacificmolluscsCAY,NA,NA
Invertebrates,pacificmolluscsCAY,0.018229039,-58.05188383
Invertebrates,pacificmolluscsCAY,NA,NA
Invertebrates,pacificmolluscsCAY,NA,NA
Invertebrates,pacificmolluscsCAY,0.057465561,-16.84378065
Invertebrates,pacificmolluscsCAY,NA,NA
Invertebrates,pacificmolluscsCAY,NA,NA
Invertebrates,pacificmolluscsCAY,0.042407058,-33.55561327
Invertebrates,pacificmolluscsCAY,0.080913633,-18.35945421
Invertebrates,pacificmolluscsCAY,NA,NA
Invertebrates,pacificmolluscsCAY,NA,NA
Invertebrates,pacificmolluscsCAY,NA,NA
Invertebrates,pacificmolluscsCAY,NA,NA
Invertebrates,pacificmolluscsCAY,NA,NA
Invertebrates,pacificmolluscsCAY,NA,NA
Invertebrates,pacificmolluscsCAY,NA,NA
Invertebrates,pacificmolluscsCAY,0.076521274,-29.77332018
Invertebrates,pacificmolluscsCAY,NA,NA
Invertebrates,pacificmolluscsCAY,NA,NA
Invertebrates,pacificmolluscsGPT,NA,NA
Invertebrates,pacificmolluscsGPT,NA,NA
Invertebrates,pacificmolluscsGPT,NA,NA
Invertebrates,pacificmolluscsGPT,NA,NA
Invertebrates,pacificmolluscsGPT,NA,NA
Invertebrates,pacificmolluscsGPT,NA,NA
Invertebrates,pacificmolluscsGPT,NA,NA
Invertebrates,pacificmolluscsGPT,NA,NA
Invertebrates,pacificmolluscsGPT,NA,NA
Invertebrates,pacificmolluscsGPT,NA,NA
Invertebrates,pacificmolluscsGPT,NA,NA
Invertebrates,pacificmolluscsGPT,NA,NA
Invertebrates,pacificmolluscsGPT,NA,NA
Invertebrates,pacificmolluscsGPT,NA,NA
Invertebrates,pacificmolluscsGPT,NA,NA
Invertebrates,pacificmolluscsGPT,0.021407229,-47.34678271
Invertebrates,pacificmolluscsGPT,0.063841229,-19.85298496
Invertebrates,pacificmolluscsGPT,NA,NA
Invertebrates,pacificmolluscsGPT,NA,NA
Invertebrates,pacificmolluscsGPT,0.053430146,-9.822674194
Invertebrates,pacificmolluscsGPT,0.053737429,-22.02880397
Invertebrates,pacificmolluscsGPT,NA,NA
Invertebrates,pacificmolluscsGPT,0.024877111,-44.48065862
Invertebrates,pacificmolluscsGPT,NA,NA
Invertebrates,pacificmolluscsGPT,NA,NA
Invertebrates,pacificmolluscsGPT,0.045818949,-23.38487935
Invertebrates,pacificmolluscsGPT,NA,NA
Invertebrates,pacificmolluscsGPT,NA,NA
Invertebrates,pacificmolluscsGPT,0.042717143,-22.57998197
Invertebrates,pacificmolluscsGPT,NA,NA
Invertebrates,pacificmolluscsGPT,NA,NA
Invertebrates,pacificmolluscsGPT,NA,NA
Invertebrates,pacificmolluscsGPT,NA,NA
Invertebrates,pacificmolluscsGPT,NA,NA
Invertebrates,pacificmolluscsGPT,NA,NA
Invertebrates,pacificmolluscsGPT,NA,NA
Invertebrates,pacificmolluscsGPT,NA,NA
Invertebrates,pacificmolluscsGPT,0.055457759,-27.81794258
Invertebrates,pacificmolluscsGPT,NA,NA
Invertebrates,pacificmolluscsGPT,NA,NA
Invertebrates,pacificmolluscsHAZ,0.051347397,-29.68456295
Invertebrates,pacificmolluscsHAZ,NA,NA
Invertebrates,pacificmolluscsHAZ,0.020242532,-30.8330168
Invertebrates,pacificmolluscsHAZ,NA,NA
Invertebrates,pacificmolluscsHAZ,0.028560757,-27.47453956
Invertebrates,pacificmolluscsHAZ,NA,NA
Invertebrates,pacificmolluscsHAZ,NA,NA
Invertebrates,pacificmolluscsHAZ,NA,NA
Invertebrates,pacificmolluscsHAZ,NA,NA
Invertebrates,pacificmolluscsHAZ,NA,NA
Invertebrates,pacificmolluscsHAZ,0.016907009,-31.72041261
Invertebrates,pacificmolluscsHAZ,0.019004393,-44.92683641
Invertebrates,pacificmolluscsHAZ,NA,NA
Invertebrates,pacificmolluscsHAZ,NA,NA
Invertebrates,pacificmolluscsHAZ,NA,NA
Invertebrates,pacificmolluscsHAZ,0.032599029,-30.5430131
Invertebrates,pacificmolluscsHAZ,0.058048504,-32.47728027
Invertebrates,pacificmolluscsHAZ,NA,NA
Invertebrates,pacificmolluscsHAZ,NA,NA
Invertebrates,pacificmolluscsHAZ,0.083465103,-8.140859665
Invertebrates,pacificmolluscsHAZ,0.069322412,-30.72870534
Invertebrates,pacificmolluscsHAZ,NA,NA
Invertebrates,pacificmolluscsHAZ,0.019709547,-16.54720937
Invertebrates,pacificmolluscsHAZ,NA,NA
Invertebrates,pacificmolluscsHAZ,NA,NA
Invertebrates,pacificmolluscsHAZ,0.073352419,-21.55904477
Invertebrates,pacificmolluscsHAZ,NA,NA
Invertebrates,pacificmolluscsHAZ,NA,NA
Invertebrates,pacificmolluscsHAZ,0.071368169,-28.49910372
Invertebrates,pacificmolluscsHAZ,NA,NA
Invertebrates,pacificmolluscsHAZ,NA,NA
Invertebrates,pacificmolluscsHAZ,NA,NA
Invertebrates,pacificmolluscsHAZ,NA,NA
Invertebrates,pacificmolluscsHAZ,NA,NA
Invertebrates,pacificmolluscsHAZ,NA,NA
Invertebrates,pacificmolluscsHAZ,NA,NA
Invertebrates,pacificmolluscsHAZ,NA,NA
Invertebrates,pacificmolluscsHAZ,0.088434731,-22.34836661
Invertebrates,pacificmolluscsHAZ,NA,NA
Invertebrates,pacificmolluscsHAZ,NA,NA
Invertebrates,pacificmolluscsMCR,NA,NA
Invertebrates,pacificmolluscsMCR,NA,NA
Invertebrates,pacificmolluscsMCR,NA,NA
Invertebrates,pacificmolluscsMCR,NA,NA
Invertebrates,pacificmolluscsMCR,NA,NA
Invertebrates,pacificmolluscsMCR,NA,NA
Invertebrates,pacificmolluscsMCR,NA,NA
Invertebrates,pacificmolluscsMCR,NA,NA
Invertebrates,pacificmolluscsMCR,NA,NA
Invertebrates,pacificmolluscsMCR,NA,NA
Invertebrates,pacificmolluscsMCR,NA,NA
Invertebrates,pacificmolluscsMCR,NA,NA
Invertebrates,pacificmolluscsMCR,NA,NA
Invertebrates,pacificmolluscsMCR,0.037962178,-41.2523388
Invertebrates,pacificmolluscsMCR,NA,NA
Invertebrates,pacificmolluscsMCR,0.041499521,-45.23214959
Invertebrates,pacificmolluscsMCR,0.082788145,-26.72179702
Invertebrates,pacificmolluscsMCR,NA,NA
Invertebrates,pacificmolluscsMCR,NA,NA
Invertebrates,pacificmolluscsMCR,0.081636264,-19.67773141
Invertebrates,pacificmolluscsMCR,0.062329037,-34.81150553
Invertebrates,pacificmolluscsMCR,NA,NA
Invertebrates,pacificmolluscsMCR,0.034150819,-43.4672792
Invertebrates,pacificmolluscsMCR,NA,NA
Invertebrates,pacificmolluscsMCR,NA,NA
Invertebrates,pacificmolluscsMCR,0.065066225,-16.99068586
Invertebrates,pacificmolluscsMCR,NA,NA
Invertebrates,pacificmolluscsMCR,NA,NA
Invertebrates,pacificmolluscsMCR,0.07403403,-15.92174044
Invertebrates,pacificmolluscsMCR,NA,NA
Invertebrates,pacificmolluscsMCR,NA,NA
Invertebrates,pacificmolluscsMCR,NA,NA
Invertebrates,pacificmolluscsMCR,NA,NA
Invertebrates,pacificmolluscsMCR,NA,NA
Invertebrates,pacificmolluscsMCR,NA,NA
Invertebrates,pacificmolluscsMCR,NA,NA
Invertebrates,pacificmolluscsMCR,NA,NA
Invertebrates,pacificmolluscsMCR,0.087041459,-10.17391424
Invertebrates,pacificmolluscsMCR,NA,NA
Invertebrates,pacificmolluscsMCR,NA,NA
Invertebrates,pacificmolluscsOCC,NA,NA
Invertebrates,pacificmolluscsOCC,NA,NA
Invertebrates,pacificmolluscsOCC,NA,NA
Invertebrates,pacificmolluscsOCC,NA,NA
Invertebrates,pacificmolluscsOCC,NA,NA
Invertebrates,pacificmolluscsOCC,NA,NA
Invertebrates,pacificmolluscsOCC,NA,NA
Invertebrates,pacificmolluscsOCC,0.018235996,-58.84672717
Invertebrates,pacificmolluscsOCC,NA,NA
Invertebrates,pacificmolluscsOCC,NA,NA
Invertebrates,pacificmolluscsOCC,NA,NA
Invertebrates,pacificmolluscsOCC,NA,NA
Invertebrates,pacificmolluscsOCC,NA,NA
Invertebrates,pacificmolluscsOCC,NA,NA
Invertebrates,pacificmolluscsOCC,NA,NA
Invertebrates,pacificmolluscsOCC,NA,NA
Invertebrates,pacificmolluscsOCC,0.067919816,-13.30284683
Invertebrates,pacificmolluscsOCC,NA,NA
Invertebrates,pacificmolluscsOCC,NA,NA
Invertebrates,pacificmolluscsOCC,0.066650084,-22.7014285
Invertebrates,pacificmolluscsOCC,0.069858771,-9.169946694
Invertebrates,pacificmolluscsOCC,NA,NA
Invertebrates,pacificmolluscsOCC,0.039196729,-23.66253914
Invertebrates,pacificmolluscsOCC,NA,NA
Invertebrates,pacificmolluscsOCC,0.031202359,-34.80467483
Invertebrates,pacificmolluscsOCC,0.070766414,-15.8011908
Invertebrates,pacificmolluscsOCC,NA,NA
Invertebrates,pacificmolluscsOCC,NA,NA
Invertebrates,pacificmolluscsOCC,0.075317726,-23.06930198
Invertebrates,pacificmolluscsOCC,NA,NA
Invertebrates,pacificmolluscsOCC,NA,NA
Invertebrates,pacificmolluscsOCC,NA,NA
Invertebrates,pacificmolluscsOCC,NA,NA
Invertebrates,pacificmolluscsOCC,NA,NA
Invertebrates,pacificmolluscsOCC,NA,NA
Invertebrates,pacificmolluscsOCC,NA,NA
Invertebrates,pacificmolluscsOCC,NA,NA
Invertebrates,pacificmolluscsOCC,0.071802223,-10.74976749
Invertebrates,pacificmolluscsOCC,NA,NA
Invertebrates,pacificmolluscsOCC,NA,NA
Invertebrates,pacificmolluscsPSN,0.023796867,-22.01140335
Invertebrates,pacificmolluscsPSN,NA,NA
Invertebrates,pacificmolluscsPSN,NA,NA
Invertebrates,pacificmolluscsPSN,NA,NA
Invertebrates,pacificmolluscsPSN,NA,NA
Invertebrates,pacificmolluscsPSN,0.013955437,-37.27192302
Invertebrates,pacificmolluscsPSN,NA,NA
Invertebrates,pacificmolluscsPSN,0.020368927,-40.14918168
Invertebrates,pacificmolluscsPSN,NA,NA
Invertebrates,pacificmolluscsPSN,NA,NA
Invertebrates,pacificmolluscsPSN,NA,NA
Invertebrates,pacificmolluscsPSN,NA,NA
Invertebrates,pacificmolluscsPSN,NA,NA
Invertebrates,pacificmolluscsPSN,NA,NA
Invertebrates,pacificmolluscsPSN,NA,NA
Invertebrates,pacificmolluscsPSN,0.019049523,-34.93011767
Invertebrates,pacificmolluscsPSN,0.078252602,-24.10335727
Invertebrates,pacificmolluscsPSN,NA,NA
Invertebrates,pacificmolluscsPSN,NA,NA
Invertebrates,pacificmolluscsPSN,0.085872753,-21.927091
Invertebrates,pacificmolluscsPSN,0.069562748,-32.37700345
Invertebrates,pacificmolluscsPSN,NA,NA
Invertebrates,pacificmolluscsPSN,0.038149556,-23.99661127
Invertebrates,pacificmolluscsPSN,NA,NA
Invertebrates,pacificmolluscsPSN,NA,NA
Invertebrates,pacificmolluscsPSN,0.069437721,-23.90063857
Invertebrates,pacificmolluscsPSN,NA,NA
Invertebrates,pacificmolluscsPSN,NA,NA
Invertebrates,pacificmolluscsPSN,0.062659732,-28.1002497
Invertebrates,pacificmolluscsPSN,0.036101502,-40.88905443
Invertebrates,pacificmolluscsPSN,NA,NA
Invertebrates,pacificmolluscsPSN,NA,NA
Invertebrates,pacificmolluscsPSN,NA,NA
Invertebrates,pacificmolluscsPSN,NA,NA
Invertebrates,pacificmolluscsPSN,NA,NA
Invertebrates,pacificmolluscsPSN,NA,NA
Invertebrates,pacificmolluscsPSN,NA,NA
Invertebrates,pacificmolluscsPSN,0.081356977,-17.78809603
Invertebrates,pacificmolluscsPSN,NA,NA
Invertebrates,pacificmolluscsPSN,NA,NA
Invertebrates,pacificmolluscsSAD,0.019127238,-47.75213333
Invertebrates,pacificmolluscsSAD,NA,NA
Invertebrates,pacificmolluscsSAD,NA,NA
Invertebrates,pacificmolluscsSAD,NA,NA
Invertebrates,pacificmolluscsSAD,NA,NA
Invertebrates,pacificmolluscsSAD,NA,NA
Invertebrates,pacificmolluscsSAD,NA,NA
Invertebrates,pacificmolluscsSAD,NA,NA
Invertebrates,pacificmolluscsSAD,NA,NA
Invertebrates,pacificmolluscsSAD,NA,NA
Invertebrates,pacificmolluscsSAD,NA,NA
Invertebrates,pacificmolluscsSAD,NA,NA
Invertebrates,pacificmolluscsSAD,NA,NA
Invertebrates,pacificmolluscsSAD,NA,NA
Invertebrates,pacificmolluscsSAD,NA,NA
Invertebrates,pacificmolluscsSAD,0.026000025,-30.61281253
Invertebrates,pacificmolluscsSAD,0.034082222,-33.30496337
Invertebrates,pacificmolluscsSAD,NA,NA
Invertebrates,pacificmolluscsSAD,NA,NA
Invertebrates,pacificmolluscsSAD,0.085771109,-23.04260997
Invertebrates,pacificmolluscsSAD,0.0612478,-9.450435353
Invertebrates,pacificmolluscsSAD,NA,NA
Invertebrates,pacificmolluscsSAD,0.029736855,-17.8699773
Invertebrates,pacificmolluscsSAD,NA,NA
Invertebrates,pacificmolluscsSAD,0.069166523,-21.19353365
Invertebrates,pacificmolluscsSAD,0.081167661,-10.65769034
Invertebrates,pacificmolluscsSAD,NA,NA
Invertebrates,pacificmolluscsSAD,0.017916269,-84.49741874
Invertebrates,pacificmolluscsSAD,0.060825431,-18.8071868
Invertebrates,pacificmolluscsSAD,NA,NA
Invertebrates,pacificmolluscsSAD,NA,NA
Invertebrates,pacificmolluscsSAD,NA,NA
Invertebrates,pacificmolluscsSAD,NA,NA
Invertebrates,pacificmolluscsSAD,NA,NA
Invertebrates,pacificmolluscsSAD,NA,NA
Invertebrates,pacificmolluscsSAD,NA,NA
Invertebrates,pacificmolluscsSAD,NA,NA
Invertebrates,pacificmolluscsSAD,0.088571745,-13.50680097
Invertebrates,pacificmolluscsSAD,NA,NA
Invertebrates,pacificmolluscsSAD,NA,NA
Invertebrates,pacificmolluscsSHB,0.080549723,-16.53002577
Invertebrates,pacificmolluscsSHB,NA,NA
Invertebrates,pacificmolluscsSHB,0.013322384,-42.28039253
Invertebrates,pacificmolluscsSHB,NA,NA
Invertebrates,pacificmolluscsSHB,NA,NA
Invertebrates,pacificmolluscsSHB,NA,NA
Invertebrates,pacificmolluscsSHB,NA,NA
Invertebrates,pacificmolluscsSHB,NA,NA
Invertebrates,pacificmolluscsSHB,NA,NA
Invertebrates,pacificmolluscsSHB,NA,NA
Invertebrates,pacificmolluscsSHB,NA,NA
Invertebrates,pacificmolluscsSHB,NA,NA
Invertebrates,pacificmolluscsSHB,NA,NA
Invertebrates,pacificmolluscsSHB,NA,NA
Invertebrates,pacificmolluscsSHB,NA,NA
Invertebrates,pacificmolluscsSHB,0.042916448,-22.05230522
Invertebrates,pacificmolluscsSHB,0.07374463,-13.09287484
Invertebrates,pacificmolluscsSHB,NA,NA
Invertebrates,pacificmolluscsSHB,NA,NA
Invertebrates,pacificmolluscsSHB,0.090685187,-9.005044596
Invertebrates,pacificmolluscsSHB,0.068048521,-22.13857755
Invertebrates,pacificmolluscsSHB,NA,NA
Invertebrates,pacificmolluscsSHB,0.03372989,-23.82477009
Invertebrates,pacificmolluscsSHB,NA,NA
Invertebrates,pacificmolluscsSHB,NA,NA
Invertebrates,pacificmolluscsSHB,NA,NA
Invertebrates,pacificmolluscsSHB,NA,NA
Invertebrates,pacificmolluscsSHB,NA,NA
Invertebrates,pacificmolluscsSHB,0.071689788,-17.40125463
Invertebrates,pacificmolluscsSHB,0.046822297,-17.84933319
Invertebrates,pacificmolluscsSHB,NA,NA
Invertebrates,pacificmolluscsSHB,NA,NA
Invertebrates,pacificmolluscsSHB,NA,NA
Invertebrates,pacificmolluscsSHB,NA,NA
Invertebrates,pacificmolluscsSHB,NA,NA
Invertebrates,pacificmolluscsSHB,NA,NA
Invertebrates,pacificmolluscsSHB,NA,NA
Invertebrates,pacificmolluscsSHB,0.079888065,-17.8671026
Invertebrates,pacificmolluscsSHB,NA,NA
Invertebrates,pacificmolluscsSHB,NA,NA
Invertebrates,ukbutterfliesA,0.094515668,-14.30896201
Invertebrates,ukbutterfliesA,0.04330989,-28.55164371
Invertebrates,ukbutterfliesA,0.022829182,-32.99652505
Invertebrates,ukbutterfliesA,0.010513646,-61.84870111
Invertebrates,ukbutterfliesA,0.052188413,-29.29509031
Invertebrates,ukbutterfliesA,0.027344083,-33.78382129
Invertebrates,ukbutterfliesA,0.073631504,-22.55004482
Invertebrates,ukbutterfliesA,0.025983915,-46.18187632
Invertebrates,ukbutterfliesA,0.010422165,-55.81506316
Invertebrates,ukbutterfliesA,0.103089978,-12.63156517
Invertebrates,ukbutterfliesA,0.008531832,-65.31350154
Invertebrates,ukbutterfliesA,0.018710333,-37.69403149
Invertebrates,ukbutterfliesA,0.037336216,-26.12778876
Invertebrates,ukbutterfliesA,0.070596868,-18.07268091
Invertebrates,ukbutterfliesA,0.119998614,-15.06290734
Invertebrates,ukbutterfliesA,0.069749065,-26.95829486
Invertebrates,ukbutterfliesA,0.010993578,-41.19786733
Invertebrates,ukbutterfliesA,0.019483255,-44.77886274
Invertebrates,ukbutterfliesA,0.121024439,-12.81811363
Invertebrates,ukbutterfliesA,0.010744674,-69.5745618
Invertebrates,ukbutterfliesA,0.042232083,-20.98767583
Invertebrates,ukbutterfliesA,0.027156491,-23.68158399
Invertebrates,ukbutterfliesA,0.010792198,-37.84668939
Invertebrates,ukbutterfliesC,0.069412503,-16.63065948
Invertebrates,ukbutterfliesC,0.021703181,-46.83378491
Invertebrates,ukbutterfliesC,0.020171327,-36.14240973
Invertebrates,ukbutterfliesC,0.007046281,-75.22671647
Invertebrates,ukbutterfliesC,0.006320882,-70.48955665
Invertebrates,ukbutterfliesC,0.006057961,-73.47516954
Invertebrates,ukbutterfliesC,0.005906435,-64.69984594
Invertebrates,ukbutterfliesC,0.077351148,-29.45455693
Invertebrates,ukbutterfliesC,0.005635882,-82.50561691
Invertebrates,ukbutterfliesC,0.00649527,-76.43686666
Invertebrates,ukbutterfliesC,0.037831197,-28.90053084
Invertebrates,ukbutterfliesC,0.053524021,-33.51656194
Invertebrates,ukbutterfliesC,0.039909329,-23.7476563
Invertebrates,ukbutterfliesC,0.025355566,-31.09665646
Invertebrates,ukbutterfliesC,0.117955594,-15.04216492
Invertebrates,ukbutterfliesC,0.005971151,-108.3675498
Invertebrates,ukbutterfliesC,0.029900323,-34.15486019
Invertebrates,ukbutterfliesC,0.016914431,-50.92003586
Invertebrates,ukbutterfliesC,0.006062389,-89.68251313
Invertebrates,ukbutterfliesC,0.062645466,-24.31384707
Invertebrates,ukbutterfliesC,0.058316093,-26.62089363
Invertebrates,ukbutterfliesC,0.068653409,-25.31455251
Invertebrates,ukbutterfliesC,0.005219951,-75.02661448
Invertebrates,ukbutterfliesC,0.068181915,-21.72373219
Invertebrates,ukbutterfliesC,0.091186951,-17.58262192
Invertebrates,ukbutterfliesC,0.033875411,-34.41951913
Invertebrates,ukbutterfliesC,0.031927562,-30.35161047
Invertebrates,ukbutterfliesC,0.016182479,-42.16036128
Invertebrates,ukbutterfliesF,0.054868432,-27.10149129
Invertebrates,ukbutterfliesF,0.040391797,-28.48411979
Invertebrates,ukbutterfliesF,0.065394058,-21.05623151
Invertebrates,ukbutterfliesF,0.004450165,-98.60300185
Invertebrates,ukbutterfliesF,0.005581426,-91.82426774
Invertebrates,ukbutterfliesF,NA,NA
Invertebrates,ukbutterfliesF,0.003430799,-142.5380629
Invertebrates,ukbutterfliesF,0.004945324,-93.13942994
Invertebrates,ukbutterfliesF,0.007361476,-98.15349822
Invertebrates,ukbutterfliesF,0.045635594,-28.20108127
Invertebrates,ukbutterfliesF,0.005469529,-114.690277
Invertebrates,ukbutterfliesF,0.072046775,-13.74269987
Invertebrates,ukbutterfliesF,0.072731887,-19.05210152
Invertebrates,ukbutterfliesF,0.004535303,-99.1733247
Invertebrates,ukbutterfliesF,0.034002516,-32.08168788
Invertebrates,ukbutterfliesF,0.014895709,-56.4806579
Invertebrates,ukbutterfliesF,0.081917308,-19.47976875
Invertebrates,ukbutterfliesF,0.004928274,-115.5160637
Invertebrates,ukbutterfliesF,0.005656888,-99.49411871
Invertebrates,ukbutterfliesF,0.055532718,-18.71837157
Invertebrates,ukbutterfliesF,0.038002976,-35.21227407
Invertebrates,ukbutterfliesF,0.04601642,-21.9985219
Invertebrates,ukbutterfliesF,0.060692011,-26.92908508
Invertebrates,ukbutterfliesF,0.04860467,-32.50492444
Invertebrates,ukbutterfliesF,0.033849002,-52.74383585
